seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
15	97912161	97912560	400	*	*	0.106060834872503	Distal Intergenic	15	97873483	97902576	29094	2	ENSMUSG00000022483	ENSMUST00000023123	-9585
4	40970738	40971137	400	*	*	-0.109284804719856	Promoter (<=1kb)	4	40970906	41012608	41703	1	ENSMUSG00000028423	ENSMUST00000091614	0
X	78126160	78126559	400	*	*	-0.11794302753879	Distal Intergenic	20	78052353	78052574	222	2	ENSMUSG00000083067	ENSMUST00000117693	-73586
2	30014383	30014793	411	*	*	-0.112427173518484	Promoter (<=1kb)	2	29987295	30014466	27172	2	ENSMUSG00000039686	ENSMUST00000044751	0
11	3103692	3104092	401	*	*	-0.114709764595987	Promoter (2-3kb)	11	3099742	3100955	1214	2	ENSMUSG00000081208	ENSMUST00000120853	-2737
16	8647502	8647913	412	*	*	-0.118112116964697	Promoter (<=1kb)	16	8647964	8676786	28823	1	ENSMUSG00000022507	ENSMUST00000023150	-51
8	66098148	66098547	400	*	*	0.100865933565669	Intron (ENSMUST00000152320/ENSMUSG00000036469, intron 1 of 8)	8	66120247	66120353	107	2	ENSMUSG00000064763	ENSMUST00000082829	21806
8	61001461	61001860	400	*	*	0.10781862620706	Distal Intergenic	8	60959545	60998577	39033	1	ENSMUSG00000057228	ENSMUST00000209338	41916
16	15527626	15528025	400	*	*	0.10426728043975	Intron (ENSMUST00000023352/ENSMUSG00000022672, intron 32 of 85)	16	15568787	15569056	270	1	ENSMUSG00000116118	ENSMUST00000229449	-40762
18	75665752	75666151	400	*	*	0.100409671540938	Intron (ENSMUST00000165559/ENSMUSG00000052928, intron 7 of 11)	18	75647716	75655877	8162	1	ENSMUSG00000097712	ENSMUST00000181913	18036
X	120684102	120684501	400	*	*	0.122548844871606	Distal Intergenic	20	120726624	120729535	2912	1	ENSMUSG00000082590	ENSMUST00000118056	-42123
5	16261821	16262220	400	*	*	0.0991450089614591	Intron (ENSMUST00000167946/ENSMUSG00000040118, intron 3 of 38)	5	16230712	16473602	242891	1	ENSMUSG00000040118	ENSMUST00000200270	31109
1	133874836	133875238	403	*	*	-0.0982594327630589	Distal Intergenic	1	133889900	133899676	9777	1	ENSMUSG00000100987	ENSMUST00000188504	-14662
17	35265590	35265995	406	*	*	-0.115241825166007	Promoter (<=1kb)	17	35247581	35265598	18018	2	ENSMUSG00000007035	ENSMUST00000007250	0
6	51510747	51511146	400	*	*	0.109886675039566	Intron (ENSMUST00000049152/ENSMUSG00000038301, intron 1 of 6)	6	51501265	51565416	64152	1	ENSMUSG00000038301	ENSMUST00000137212	9482
5	135986431	135986830	400	*	*	-0.109425317852938	Distal Intergenic	5	135989676	135991125	1450	2	ENSMUSG00000029699	ENSMUST00000111150	4295
X	168776892	168777291	400	*	*	0.10904291502689	Intron (ENSMUST00000171433/ENSMUSG00000035299, intron 9 of 9)	20	168768797	168769935	1139	2	ENSMUSG00000086695	ENSMUST00000124513	-6957
12	85520155	85520873	719	*	*	-0.116312792389484	Promoter (<=1kb)	12	85520664	85524047	3384	1	ENSMUSG00000021250	ENSMUST00000021674	0
13	115333107	115333506	400	*	*	-0.0961037725419237	Distal Intergenic	13	115300144	115301356	1213	2	ENSMUSG00000114872	ENSMUST00000225121	-31751
9	65976892	65977291	400	*	*	-0.0985595585761031	Promoter (<=1kb)	9	65972458	65977001	4544	2	ENSMUSG00000039452	ENSMUST00000044711	0
7	107321766	107322165	400	*	*	0.0974962319120157	Exon (ENSMUST00000040056/ENSMUSG00000036528, exon 14 of 25)	7	107342113	107347093	4981	1	ENSMUSG00000036528	ENSMUST00000208159	-19948
4	124196750	124197149	400	*	*	0.0959736596756413	Exon (ENSMUST00000153719/ENSMUSG00000086955, exon 2 of 2)	4	124187486	124193641	6156	2	ENSMUSG00000086087	ENSMUST00000139012	-3109
11	104516321	104516720	400	*	*	-0.106034912089216	Intron (ENSMUST00000021028/ENSMUSG00000020689, intron 2 of 14)	11	104528215	104560639	32425	1	ENSMUSG00000020689	ENSMUST00000127140	-11495
8	57567172	57567571	400	*	*	0.0989411472564883	Distal Intergenic	8	57405864	57408088	2225	1	ENSMUSG00000110043	ENSMUST00000211123	161308
7	99039555	99039954	400	*	*	0.0998394199747267	Intron (ENSMUST00000037528/ENSMUSG00000035314, intron 2 of 17)	7	99036217	99073366	37150	1	ENSMUSG00000035314	ENSMUST00000207530	3338
14	68828805	68829204	400	*	*	0.102831620270272	Distal Intergenic	14	68800829	68819544	18716	2	ENSMUSG00000022057	ENSMUST00000022641	-9261
5	8952468	8952867	400	*	*	0.0962331529347786	Intron (ENSMUST00000003717/ENSMUSG00000042476, intron 4 of 27)	5	8943949	8991087	47139	1	ENSMUSG00000042476	ENSMUST00000196067	8519
11	45845860	45846259	400	*	*	-0.108281484811043	Promoter (<=1kb)	11	45837670	45846015	8346	2	ENSMUSG00000011254	ENSMUST00000109254	0
3	65282178	65282577	400	*	*	0.100605567733381	Intron (ENSMUST00000238901/ENSMUSG00000027827, intron 13 of 13)	3	65289101	65290802	1702	2	ENSMUSG00000027828	ENSMUST00000139785	8225
15	35474494	35474893	400	*	*	-0.0921346815633682	Intron (ENSMUST00000048646/ENSMUSG00000037646, intron 17 of 61)	15	35487546	35487682	137	1	ENSMUSG00000089133	ENSMUST00000158508	-12653
9	107926179	107926586	408	*	*	-0.11048011988901	Promoter (<=1kb)	9	107926441	107930000	3560	1	ENSMUSG00000070284	ENSMUST00000112295	0
15	81875192	81875591	400	*	*	-0.105812367178819	Intron (ENSMUST00000165777/ENSMUSG00000022471, intron 1 of 4)	15	81872036	81906775	34740	1	ENSMUSG00000022471	ENSMUST00000165777	3156
17	12959988	12960686	699	*	*	-0.101342624178721	Promoter (<=1kb)	17	12960198	13079023	118826	1	ENSMUSG00000078247	ENSMUST00000160932	0
8	85070465	85070864	400	*	*	0.0913475256935374	Intron (ENSMUST00000238701/ENSMUSG00000034656, intron 1 of 48)	8	85065268	85366875	301608	1	ENSMUSG00000034656	ENSMUST00000238701	5197
8	113336729	113337128	400	*	*	0.0906721969351645	Intron (ENSMUST00000125976/ENSMUSG00000031772, intron 1 of 20)	8	113308268	113308372	105	1	ENSMUSG00002076356	ENSMUST00020182285	28461
2	152576951	152577350	400	*	*	-0.110035152658095	Promoter (<=1kb)	2	152578171	152579330	1160	1	ENSMUSG00000042745	ENSMUST00000038368	-821
3	90546200	90546599	400	*	*	0.100036247890677	Distal Intergenic	3	90559021	90559173	153	2	ENSMUSG00000105644	ENSMUST00000195941	12574
16	36866412	36866811	400	*	*	-0.256939664267319	Intron (ENSMUST00000071452/ENSMUSG00000034206, intron 9 of 24)	16	36860798	36882204	21407	1	ENSMUSG00000034206	ENSMUST00000182622	5614
18	73666342	73666741	400	*	*	-0.109534293059442	Promoter (<=1kb)	18	73666474	73666621	148	2	ENSMUSG00002075795	ENSMUST00020182528	0
13	116545179	116545578	400	*	*	-0.0900508041916931	Distal Intergenic	13	116497734	116498230	497	2	ENSMUSG00000114451	ENSMUST00000225190	-46949
4	130163909	130164308	400	*	*	-0.102128711348797	Intron (ENSMUST00000122374/ENSMUSG00000023232, intron 1 of 9)	4	130147288	130169011	21724	2	ENSMUSG00000023232	ENSMUST00000122374	4703
14	117165774	117166177	404	*	*	0.0958316402998468	Promoter (2-3kb)	14	117163348	118212498	1049151	1	ENSMUSG00000058571	ENSMUST00000078849	2426
8	12879398	12879797	400	*	*	0.0902114180019171	Promoter (2-3kb)	8	12878335	12881919	3585	2	ENSMUSG00000084780	ENSMUST00000147398	2122
19	44303255	44303654	400	*	*	-0.101016532722711	Promoter (1-2kb)	19	44302211	44305768	3558	1	ENSMUSG00000117957	ENSMUST00000238052	1044
9	21640636	21641035	400	*	*	-0.111994336080435	Intron (ENSMUST00000034713/ENSMUSG00000032193, intron 1 of 17)	9	21634937	21649828	14892	1	ENSMUSG00000032193	ENSMUST00000214359	5699
18	22491382	22491781	400	*	*	0.0922053749350899	Intron (ENSMUST00000239326/ENSMUSG00000045215, intron 1 of 11)	18	22478146	22663284	185139	1	ENSMUSG00000045215	ENSMUST00000097655	13236
11	97200139	97200538	400	*	*	-0.109859680955631	Distal Intergenic	11	97206542	97220746	14205	1	ENSMUSG00000018882	ENSMUST00000019026	-6004
8	48769457	48769856	400	*	*	0.0899805776484075	Intron (ENSMUST00000033965/ENSMUSG00000031561, intron 11 of 28)	8	48728950	48753134	24185	2	ENSMUSG00000031561	ENSMUST00000145344	-16323
4	141028364	141028763	400	*	*	-0.108419291929366	Promoter (<=1kb)	4	141028551	141056695	28145	1	ENSMUSG00000006445	ENSMUST00000006614	0
14	20779165	20779564	400	*	*	-0.0877681842702939	Promoter (<=1kb)	14	20778141	20779290	1150	2	ENSMUSG00000039308	ENSMUST00000224234	0
1	37328108	37328507	400	*	*	0.0882648155217076	Distal Intergenic	1	37338433	37338778	346	2	ENSMUSG00000102231	ENSMUST00000192404	10271
7	39591863	39592262	400	*	*	0.0871907186848771	Intron (ENSMUST00000211126/ENSMUSG00000109083, intron 1 of 5)	7	39520430	39560400	39971	2	ENSMUSG00000109083	ENSMUST00000210787	-31463
14	39288975	39289375	401	*	*	-0.0948686979043045	Distal Intergenic	14	39377620	39407250	29631	1	ENSMUSG00000101261	ENSMUST00000185680	-88245
8	127462583	127462982	400	*	*	-0.100859384015082	Distal Intergenic	8	127482321	127485084	2764	2	ENSMUSG00000110626	ENSMUST00000212695	22102
18	19905256	19905656	401	*	*	-0.0868497350365307	Distal Intergenic	18	19840150	19840446	297	1	ENSMUSG00002075071	ENSMUST00020182576	65106
14	10995649	10996049	401	*	*	-0.110114574972947	Intron (ENSMUST00000225280/ENSMUSG00000114786, intron 1 of 1)	14	10966781	11009414	42634	2	ENSMUSG00000114786	ENSMUST00000225280	13365
19	57067717	57068116	400	*	*	-0.104078352374686	Intron (ENSMUST00000079360/ENSMUSG00000025085, intron 8 of 25)	19	57027879	57035670	7792	2	ENSMUSG00000025085	ENSMUST00000137389	-32047
15	78797825	78798579	755	*	*	-0.112591058900461	Promoter (<=1kb)	15	78796166	78797860	1695	2	ENSMUSG00000084864	ENSMUST00000150472	0
14	76936178	76936865	688	*	*	0.104077371589727	Distal Intergenic	14	76919194	76924327	5134	1	ENSMUSG00000101009	ENSMUST00000191384	16984
1	131246793	131247192	400	*	*	-0.0850342931437744	Intron (ENSMUST00000097588/ENSMUSG00000026425, intron 16 of 22)	1	131222957	131238803	15847	2	ENSMUSG00000026425	ENSMUST00000189892	-7990
2	102708923	102709322	400	*	*	0.0974084830951388	Intron (ENSMUST00000005218/ENSMUSG00000005087, intron 1 of 18)	2	102728305	102728411	107	1	ENSMUSG00000119260	ENSMUST00000239821	-18983
X	59973149	59973550	402	*	*	-0.089556627528882	Distal Intergenic	20	59950318	59950773	456	2	ENSMUSG00000086577	ENSMUST00000152421	-22376
1	190586665	190587064	400	*	*	0.0851535626201198	Intron (ENSMUST00000159624/ENSMUSG00000089872, intron 6 of 12)	1	190528266	190576781	48516	2	ENSMUSG00000089872	ENSMUST00000159823	-9884
11	69309653	69310052	400	*	*	-0.106980124391757	Distal Intergenic	11	69289334	69304501	15168	2	ENSMUSG00000018476	ENSMUST00000094077	-5152
12	86741174	86741575	402	*	*	0.0972913952462564	Distal Intergenic	12	86749129	86752738	3610	2	ENSMUSG00000021257	ENSMUST00000167272	11163
16	53437467	53437867	401	*	*	-0.0875862586195481	Promoter (2-3kb)	16	53439892	53440430	539	2	ENSMUSG00000116629	ENSMUST00000231266	2563
8	35227216	35227615	400	*	*	0.0967054223122245	Distal Intergenic	8	35274451	35287048	12598	1	ENSMUSG00000031530	ENSMUST00000033930	-46836
17	51720767	51721166	400	*	*	0.0844710773905424	Distal Intergenic	17	51732237	51742866	10630	2	ENSMUSG00000117204	ENSMUST00000233466	21700
9	112657644	112658043	400	*	*	0.0867048871529142	Distal Intergenic	9	112900051	112952097	52047	2	ENSMUSG00000110996	ENSMUST00000213712	294054
13	22104274	22104673	400	*	*	0.0851037744996305	Distal Intergenic	13	22109098	22109186	89	2	ENSMUSG00002076138	ENSMUST00020182375	4513
12	3285194	3285593	400	*	*	-0.0976928969355219	Promoter (<=1kb)	12	3285504	3291410	5907	1	ENSMUSG00000079179	ENSMUST00000178074	0
11	94100963	94101362	400	*	*	-0.104857172876076	Promoter (<=1kb)	11	94102280	94106321	4042	1	ENSMUSG00000037573	ENSMUST00000041589	-918
8	41772068	41772467	400	*	*	0.0822884819048831	Intron (ENSMUST00000045218/ENSMUSG00000031592, intron 29 of 37)	8	41794347	41796893	2547	2	ENSMUSG00000031591	ENSMUST00000131796	24426
6	146012306	146012705	400	*	*	0.0867016001417091	3' UTR	6	146022093	146048706	26614	2	ENSMUSG00000030287	ENSMUST00000137938	36001
1	183696211	183696610	400	*	*	0.103707468677905	Distal Intergenic	1	183660602	183661427	826	1	ENSMUSG00000102743	ENSMUST00000193891	35609
14	118374219	118374618	400	*	*	-0.104591028757906	Promoter (<=1kb)	14	118374570	118400673	26104	1	ENSMUSG00000022131	ENSMUST00000022728	0
4	58553284	58553683	400	*	*	-0.0946688094486434	Promoter (<=1kb)	4	58435255	58553311	118057	2	ENSMUSG00000038668	ENSMUST00000107571	0
9	65678025	65678426	402	*	*	-0.0856653531776796	Intron (ENSMUST00000159109/ENSMUSG00000040524, intron 2 of 9)	9	65702512	65705194	2683	2	ENSMUSG00000040524	ENSMUST00000160747	26768
14	27324134	27324546	413	*	*	0.0888314098587036	Distal Intergenic	14	27344385	28200492	856108	1	ENSMUSG00000040640	ENSMUST00000210135	-19839
4	133399739	133400138	400	*	*	-0.0977167659372823	Promoter (<=1kb)	4	133387698	133399958	12261	2	ENSMUSG00000043257	ENSMUST00000062118	0
18	79966416	79966815	400	*	*	0.0791701550242865	Distal Intergenic	18	79977547	79978776	1230	1	ENSMUSG00000117669	ENSMUST00000235834	-10732
5	122283426	122284194	769	*	*	-0.0989662060275381	Distal Intergenic	5	122274182	122278886	4705	2	ENSMUSG00000043036	ENSMUST00000196608	-4540
13	9061621	9062391	771	*	*	-0.104946896808658	Intron (ENSMUST00000221672/ENSMUSG00000113543, intron 2 of 2)	13	9016367	9046119	29753	2	ENSMUSG00000021149	ENSMUST00000222098	-15502
1	112385118	112385518	401	*	*	-0.100206022129248	Distal Intergenic	1	112395641	112395776	136	1	ENSMUSG00000088691	ENSMUST00000158066	-10123
8	119406353	119406752	400	*	*	0.088921386804696	Intron (ENSMUST00000117160/ENSMUSG00000031841, intron 3 of 13)	8	119453639	119453726	88	1	ENSMUSG00000087707	ENSMUST00000157082	-46887
3	95887585	95887984	400	*	*	0.0894245303785543	Distal Intergenic	3	95896131	95902980	6850	2	ENSMUSG00000015745	ENSMUST00000123006	14996
2	22634685	22635313	629	*	*	-0.0995556616512316	Distal Intergenic	2	22645996	22652285	6290	1	ENSMUSG00000085353	ENSMUST00000135792	-10683
3	67887295	67887694	400	*	*	-0.0785899825263835	Intron (ENSMUST00000063263/ENSMUSG00000051777, intron 1 of 3)	3	67972135	68533797	561663	1	ENSMUSG00000027777	ENSMUST00000029346	-84441
1	58702767	58703166	400	*	*	0.0853433613674756	Intron (ENSMUST00000188772/ENSMUSG00000047528, intron 11 of 12)	1	58694104	58694233	130	1	ENSMUSG00000102059	ENSMUST00000188643	8663
9	40931812	40932211	400	*	*	0.0859244400762744	Intron (ENSMUST00000044155/ENSMUSG00000032020, intron 11 of 13)	9	40880987	40915924	34938	2	ENSMUSG00000032021	ENSMUST00000180384	-15888
11	115655967	115656366	400	*	*	-0.097959868937795	Promoter (<=1kb)	11	115656259	115690192	33934	1	ENSMUSG00000020747	ENSMUST00000093912	0
16	35801911	35802310	400	*	*	-0.0943932546855705	Promoter (<=1kb)	16	35787145	35801511	14367	2	ENSMUSG00000086324	ENSMUST00000144134	-400
16	4698207	4698606	400	*	*	-0.106922358997844	Promoter (<=1kb)	16	4692642	4698179	5538	2	ENSMUSG00000039568	ENSMUST00000037843	-28
9	84017061	84017460	400	*	*	-0.0998272507812411	Distal Intergenic	9	83989560	84006293	16734	1	ENSMUSG00000032263	ENSMUST00000186136	27501
7	141929202	141929601	400	*	*	0.0903990801764864	Promoter (1-2kb)	7	141909659	141927490	17832	2	ENSMUSG00000045777	ENSMUST00000105988	-1712
11	100683745	100684144	400	*	*	0.0775454224511132	Intron (ENSMUST00000107358/ENSMUSG00000020919, intron 12 of 18)	11	100665339	100665626	288	2	ENSMUSG00002076748	ENSMUST00020182520	-18119
6	144865531	144865930	400	*	*	0.076807109477356	Distal Intergenic	6	144961402	144978569	17168	2	ENSMUSG00000030268	ENSMUST00000136819	112639
18	82567485	82567884	400	*	*	0.0956336604962902	Intron (ENSMUST00000091789/ENSMUSG00000041607, intron 3 of 3)	18	82572595	82603752	31158	1	ENSMUSG00000041607	ENSMUST00000152071	-4711
11	98798390	98798789	400	*	*	-0.106425426719319	Promoter (<=1kb)	11	98798627	98814762	16136	1	ENSMUSG00000017499	ENSMUST00000092706	0
11	76906065	76906466	402	*	*	-0.0874269824648664	Promoter (2-3kb)	11	76909003	76913172	4170	1	ENSMUSG00000020838	ENSMUST00000137819	-2537
7	5000171	5000570	400	*	*	0.0771386360884672	Promoter (1-2kb)	7	4995851	4999157	3307	2	ENSMUSG00000051550	ENSMUST00000160225	-1014
8	32711213	32711612	400	*	*	0.0953960814943799	Intron (ENSMUST00000209107/ENSMUSG00000062991, intron 1 of 12)	8	32676157	32676276	120	1	ENSMUSG00000089370	ENSMUST00000158745	35056
17	52895047	52895446	400	*	*	0.0757809905609994	Distal Intergenic	17	52900009	52909688	9680	2	ENSMUSG00000098552	ENSMUST00000183438	14242
17	46774913	46775312	400	*	*	0.0748624046146545	Intron (ENSMUST00000047034/ENSMUSG00000015599, intron 13 of 14)	17	46787433	46788585	1153	1	ENSMUSG00000114244	ENSMUST00000224870	-12121
15	98410585	98410984	400	*	*	-0.10063598262456	Distal Intergenic	15	98417597	98417734	138	2	ENSMUSG00002076288	ENSMUST00020182350	6750
10	19967258	19967657	400	*	*	0.0788340868820071	Intron (ENSMUST00000095806/ENSMUSG00000071369, intron 14 of 29)	10	19975271	19981183	5913	1	ENSMUSG00000071369	ENSMUST00000138994	-7614
8	87078181	87078580	400	*	*	0.0903579616480369	Distal Intergenic	8	87019130	87019227	98	1	ENSMUSG00000065737	ENSMUST00000083803	59051
13	97815012	97815411	400	*	*	0.088069587619703	Distal Intergenic	13	97871855	97879629	7775	2	ENSMUSG00000054944	ENSMUST00000125960	64218
17	40154067	40154467	401	*	*	-0.102785575449343	Promoter (2-3kb)	17	40157244	40159092	1849	1	ENSMUSG00000119584	ENSMUST00000240377	-2777
16	10826082	10826481	400	*	*	-0.0999466715390167	Intron (ENSMUST00000162323/ENSMUSG00000022500, intron 1 of 2)	16	10812250	10812433	184	1	ENSMUSG00002075097	ENSMUST00020183472	13832
9	60650434	60650833	400	*	*	-0.0997624259959141	Promoter (<=1kb)	9	60650403	60677558	27156	1	ENSMUSG00000095956	ENSMUST00000190053	31
8	71264261	71264660	400	*	*	0.101240272437832	Promoter (<=1kb)	8	71264984	71266343	1360	1	ENSMUSG00000000791	ENSMUST00000212251	-324
1	187642927	187643326	400	*	*	-0.0982299448249149	Intron (ENSMUST00000127489/ENSMUSG00000026610, intron 3 of 3)	1	187730024	187947082	217059	1	ENSMUSG00000026610	ENSMUST00000027906	-86698
X	91556078	91556477	400	*	*	-0.086762167595232	Intron (ENSMUST00000113955/ENSMUSG00000067649, intron 3 of 4)	20	91533555	91534287	733	1	ENSMUSG00000071726	ENSMUST00000096371	22523
8	32332184	32332584	401	*	*	0.0826520110261899	Intron (ENSMUST00000207470/ENSMUSG00000062991, intron 6 of 12)	8	32316316	32339403	23088	2	ENSMUSG00000062991	ENSMUST00000208355	6819
9	3258669	3259068	400	*	*	-0.0985757017382667	Distal Intergenic	9	3263442	3263525	84	2	ENSMUSG00002075464	ENSMUST00020182213	4457
2	94567925	94568324	400	*	*	0.0788886907642339	Distal Intergenic	2	94559359	94561083	1725	2	ENSMUSG00000087069	ENSMUST00000124214	-6842
16	10826511	10826910	400	*	*	-0.0891506714357665	Intron (ENSMUST00000162323/ENSMUSG00000022500, intron 1 of 2)	16	10812250	10812433	184	1	ENSMUSG00002075097	ENSMUST00020183472	14261
2	132094962	132095361	400	*	*	-0.100553308414626	Promoter (<=1kb)	2	132091082	132095234	4153	2	ENSMUSG00000027342	ENSMUST00000028817	0
18	74579103	74579502	400	*	*	0.0834143055289302	Intron (ENSMUST00000125882/ENSMUSG00000025885, intron 1 of 4)	18	74575678	74903876	328199	1	ENSMUSG00000025885	ENSMUST00000121875	3425
9	113104274	113104673	400	*	*	0.0794464592576037	Distal Intergenic	9	113116775	113140283	23509	1	ENSMUSG00000111022	ENSMUST00000217623	-12102
9	20492524	20492923	400	*	*	-0.10171378593564	Promoter (<=1kb)	9	20492587	20493489	903	1	ENSMUSG00000058192	ENSMUST00000214194	0
13	44884572	44884971	400	*	*	-0.0899008344010662	Promoter (<=1kb)	13	44884747	45075119	190373	1	ENSMUSG00000038518	ENSMUST00000173246	0
17	14141134	14141533	400	*	*	0.0926071840286515	Intron (ENSMUST00000227377/ENSMUSG00000115221, intron 4 of 10)	17	14131510	14157040	25531	1	ENSMUSG00000115221	ENSMUST00000227377	9624
8	48265102	48265501	400	*	*	0.0783636109082248	Intron (ENSMUST00000212295/ENSMUSG00000110464, intron 1 of 1)	8	48264759	48271256	6498	2	ENSMUSG00000110464	ENSMUST00000212295	5755
12	91037326	91037725	400	*	*	0.0724082774111718	Intron (ENSMUST00000129932/ENSMUSG00000085004, intron 1 of 1)	12	90966114	91030185	64072	2	ENSMUSG00000061533	ENSMUST00000126048	-7141
8	11372859	11373268	410	*	*	0.0993102080386914	Intron (ENSMUST00000033899/ENSMUSG00000031503, intron 3 of 47)	8	11248423	11362826	114404	2	ENSMUSG00000031502	ENSMUST00000033898	-10033
X	130842219	130842618	400	*	*	-0.0708077351648732	Distal Intergenic	20	130748636	130750822	2187	2	ENSMUSG00000082117	ENSMUST00000118379	-91397
1	16365618	16366019	402	*	*	-0.0695118203249505	Intron (ENSMUST00000162751/ENSMUSG00000025920, intron 12 of 13)	1	16323853	16329081	5229	1	ENSMUSG00000089982	ENSMUST00000159190	41765
17	26633342	26633758	417	*	*	-0.0818363157916067	Promoter (<=1kb)	17	26633803	26660769	26967	1	ENSMUSG00000034413	ENSMUST00000182897	-45
11	103035789	103036188	400	*	*	0.0846149810906825	Distal Intergenic	11	103024691	103029105	4415	1	ENSMUSG00000043372	ENSMUST00000130341	11098
6	125016476	125016875	400	*	*	-0.0955778081233305	Promoter (<=1kb)	6	125016723	125025965	9243	1	ENSMUSG00000030330	ENSMUST00000140131	0
15	11399341	11399740	400	*	*	-0.0935703189218186	Promoter (<=1kb)	15	11382387	11399687	17301	2	ENSMUSG00000022241	ENSMUST00000228814	0
